Fecha	Formato Agrupado	nombre_division	nombre_area	nombre_seccion	Temporada	Regional	Supervisor	Nombre	Departamento	Ubicacion	Cluster	nombre_estado_cia	Stock Unidad	Stock Valorizado	DOH	DOH Unidad
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	In & Out	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Creado	2	15.9	2.63	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Creado	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Primavera/Verano	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Creado	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Primavera/Verano-2025	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Creado	22	585.8	86.32	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Creado	10	232.7	157.36	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Verano	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Creado	6	234.2	74.31	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	EVDO c/compra	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	EVDO s/compra	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL		Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Inactivo	0	0	0	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Inactivo	0	0	0	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Inactivo	75	808.7	39.66	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL		Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Dia De La Madre	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	78	2602.1	6.07	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	In & Out	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	12335	187855.1	83.51	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	8177	156972.9	102.52	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Primavera/Verano	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	63	2059.1	30.86	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Primavera/Verano-2024	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	431	20589.3	154.34	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Primavera/Verano-2025	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	6447	251885	250.8	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	122481	2686335.6	85.25	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Verano	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	43592	1506934.4	341.97	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	In & Out	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Por Activar	0	0	0	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Por Activar	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Primavera/Verano	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Por Activar	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Primavera/Verano-2025	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Por Activar	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Por Activar	89	2370	103.47	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Verano	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Por Activar	160	6030.9	2510.79	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL		Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Suprimido	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	CUIDADO PERSONAL	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Suprimido	127312	1734632.1	41.77	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	In & Out	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	26646	332300.2	12.56	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	2032631	22291390.5	22.3	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	In & Out	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo Menor a 28 Dias	6403	89911.1	132.77	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo Menor a 28 Dias	72167	386461.6	30.93	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Creado	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Inactivo	117	728.9	1439.29	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA		Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	In & Out	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	4160	49785.6	26.22	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Otros	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0	0	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Primavera/Verano	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	27103	349806.3	39.95	
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Verano	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	In & Out	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Por Activar	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Por Activar	0	0		
	PLAZA VEA	ABARROTES	CUIDADO PERSONAL Y LIMPIEZA	LIMPIEZA	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Suprimido	53764	357658.5	40.37	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	49	1670.2	73.18	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	442004	3850358.6	13.77	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Verano	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo Menor a 28 Dias	34	1159.2	533.61	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo Menor a 28 Dias	4474	35126	36.75	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Verano	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo Menor a 28 Dias	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Creado	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Creado	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Verano	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Creado	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Inactivo	0	0	0	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	30	1019.2	17.69	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Primavera/Verano	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	8252	59739.2	19.18	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Verano	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Por Activar	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Por Activar	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	CONGELADOS	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Suprimido	3952	65028.7	40.73	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	In & Out	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	7665	49241	33.79	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	322142	4657650.7	81.77	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Otros	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	250	4352.7	43.6	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	3475473	28243069.3	14.82	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	In & Out	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo Menor a 28 Dias	76	727.6	298.2	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo Menor a 28 Dias	13387	172525.9	336.16	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Otros	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo Menor a 28 Dias	28	431.5	109.86	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo Menor a 28 Dias	78332	719954.5	25.31	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Creado	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Otros	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Creado	0	0	0	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Creado	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	In & Out	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Inactivo	0	0	0	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Inactivo	0	0	0	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Primavera/Verano	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Inactivo	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Inactivo	24	91.2	17.41	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS		Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0	0	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Dia De La Madre	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Fiestas Patrias	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	384	996.1	8.11	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Halloween	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	In & Out	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	429	4041	9.69	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	21502	62494.1	1.22	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Otoño/Invierno	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Otros	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	98	1624.4	5.9	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	10236	48168.6	3.41	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Por Activar	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Otros	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Por Activar	0	0	0	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Por Activar	0	0		
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	In & Out	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Suprimido	0	0	0	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Suprimido	0	0	0	
	PLAZA VEA	ABARROTES	LACTEOS Y CONGELADOS	LACTEOS	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Suprimido	38125	279028.6	7.56	
	PLAZA VEA	FRESCOS	CARNES	AVES	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	0	0	0	
	PLAZA VEA	FRESCOS	CARNES	AVES	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	298850.5	2930493.6	5.29	
	PLAZA VEA	FRESCOS	CARNES	AVES	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo Menor a 28 Dias	0	0	0	
	PLAZA VEA	FRESCOS	CARNES	AVES	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo Menor a 28 Dias	10	115.1	5.57	
	PLAZA VEA	FRESCOS	CARNES	AVES	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Creado	0	0		
	PLAZA VEA	FRESCOS	CARNES	AVES	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Creado	0	0		
	PLAZA VEA	FRESCOS	CARNES	AVES		Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Inactivo	0	0		
	PLAZA VEA	FRESCOS	CARNES	AVES	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Inactivo	0	0	0	
	PLAZA VEA	FRESCOS	CARNES	AVES	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Inactivo	0	0	0	
	PLAZA VEA	FRESCOS	CARNES	AVES	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0		
	PLAZA VEA	FRESCOS	CARNES	AVES	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0	0	
	PLAZA VEA	FRESCOS	CARNES	AVES	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Suprimido	0	0		
	PLAZA VEA	FRESCOS	CARNES	AVES	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Suprimido	6.3	84.6	0.21	
	PLAZA VEA	FRESCOS	CARNES	CERDO	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	198.1	5286.6	9	
	PLAZA VEA	FRESCOS	CARNES	CERDO	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	95707.7	1408718.8	14.42	
	PLAZA VEA	FRESCOS	CARNES	CERDO	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo Menor a 28 Dias	0	0		
	PLAZA VEA	FRESCOS	CARNES	CERDO	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Creado	0	0		
	PLAZA VEA	FRESCOS	CARNES	CERDO	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0	0	
	PLAZA VEA	FRESCOS	CARNES	CERDO	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Suprimido	0	0	0	
	PLAZA VEA	FRESCOS	CARNES	CERDO	Primavera/Verano	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Suprimido	0	0		
	PLAZA VEA	FRESCOS	CARNES	CERDO	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Suprimido	0	0	0	
	PLAZA VEA	FRESCOS	CARNES	CHORIZO	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	67590.4	761792.3	8.43	
	PLAZA VEA	FRESCOS	CARNES	CHORIZO	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo Menor a 28 Dias	247	3826.2	17.46	
	PLAZA VEA	FRESCOS	CARNES	CHORIZO	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	13.7	414.7	7.57	
	PLAZA VEA	FRESCOS	CARNES	CHORIZO	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Suprimido	227	2689.1	7.07	
	PLAZA VEA	FRESCOS	CARNES	OTRAS ESPECIES	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	682.8	22525	8.54	
	PLAZA VEA	FRESCOS	CARNES	OTRAS ESPECIES	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0		
	PLAZA VEA	FRESCOS	CARNES	OTRAS ESPECIES	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Suprimido	0	0		
	PLAZA VEA	FRESCOS	CARNES	VACUNO	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	5202.1	69669.6		
	PLAZA VEA	FRESCOS	CARNES	VACUNO	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	169520.4	3454768.3	9.56	
	PLAZA VEA	FRESCOS	CARNES	VACUNO	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo Menor a 28 Dias	0	0		
	PLAZA VEA	FRESCOS	CARNES	VACUNO		Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0		
	PLAZA VEA	FRESCOS	CARNES	VACUNO	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0		
	PLAZA VEA	FRESCOS	CARNES	VACUNO	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	113.9	1739.1	6.41	
	PLAZA VEA	FRESCOS	CARNES	VACUNO	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Suprimido	24.3	948.4	2.3	
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	INSUMOS	Navidad	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	6500	7569.4		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	INSUMOS	Otoño/Invierno	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	0	0		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	INSUMOS	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo	354095	2286408.6	145607.93	
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	INSUMOS	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Activo Menor a 28 Dias	59.7	1650.1		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	INSUMOS		Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Inactivo	0	0		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	INSUMOS	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Inactivo	0	0		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	INSUMOS		Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	0	0		
	PLAZA VEA	FRESCOS	COMIDAS PREPARADAS	INSUMOS	Toda Temporada	Sofía Villanueva	MELANY ALVARADO	Piura - PVH	Piura	Provincia	A3	Obsoleto	295.5	6494		
